"ReleaseVersion","ArtifactRole","DriverComponent","InfRelativePath","Server","BaseBuild","AsPublishedStatus","ProjectionStatus","StaticAssessment","CanonicalStaticAssessment","WdfScope","Confidence","RuntimeCompatibility","AsPublishedModelsSections","ProjectionModelsSections","AsPublishedHardwareIdCount","ProjectionHardwareIdCount","KMDFDeclared","KMDFDocumented","KMDFObserved","UMDFDeclared","ManifestMatchCount"
"26.7.1","Main","Display","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-b.exe_116c6269b767\Packages\Drivers\Display\WT6A_INF\amdvlk\amdvlk.inf","Windows Server 2022","20348","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.Mfg.NTamd64.10.0...16299","AMD.Mfg.NTamd64.10.0...16299","1","1","","1.33","","","0"
"26.7.1","Main","Display","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-b.exe_116c6269b767\Packages\Drivers\Display\WT6A_INF\amdvlk\amdvlk.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.Mfg.NTamd64.10.0...16299","AMD.Mfg.NTamd64.10.0...16299","1","1","","1.33","1.35","","0"
"26.7.1","Main","Display","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-b.exe_116c6269b767\Packages\Drivers\Display\WT6A_INF\amdwin\amdwin-u0202643.inf","Windows Server 2016","14393","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.Mfg.NTamd64.10.0","AMD.Mfg.NTamd64.10.0","1","1","","1.19","","","0"
"26.7.1","Main","Display","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-b.exe_116c6269b767\Packages\Drivers\Display\WT6A_INF\amdwin\amdwin-u0202643.inf","Windows Server 2019","17763","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.Mfg.NTamd64.10.0","AMD.Mfg.NTamd64.10.0","1","1","","1.27","1.27","","0"
"26.7.1","Main","Display","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-b.exe_116c6269b767\Packages\Drivers\Display\WT6A_INF\amdwin\amdwin-u0202643.inf","Windows Server 2022","20348","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.Mfg.NTamd64.10.0","AMD.Mfg.NTamd64.10.0","1","1","","1.33","","","0"
"26.7.1","Main","Display","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-b.exe_116c6269b767\Packages\Drivers\Display\WT6A_INF\amdwin\amdwin-u0202643.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.Mfg.NTamd64.10.0","AMD.Mfg.NTamd64.10.0","1","1","","1.33","1.35","","0"
"26.7.1","Main","Display","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-b.exe_116c6269b767\Packages\Drivers\Display\WT6A_INF\amdxe\amdxe.inf","Windows Server 2016","14393","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","Standard.NTamd64","Standard.NTamd64","1","1","1.15","1.19","","","0"
"26.7.1","Main","Display","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-b.exe_116c6269b767\Packages\Drivers\Display\WT6A_INF\amdxe\amdxe.inf","Windows Server 2019","17763","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","Standard.NTamd64","Standard.NTamd64","1","1","1.15","1.27","1.27","","0"
"26.7.1","Main","Display","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-b.exe_116c6269b767\Packages\Drivers\Display\WT6A_INF\amdxe\amdxe.inf","Windows Server 2022","20348","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","Standard.NTamd64","Standard.NTamd64","1","1","1.15","1.33","","","0"
"26.7.1","Main","Display","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-b.exe_116c6269b767\Packages\Drivers\Display\WT6A_INF\amdxe\amdxe.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","Standard.NTamd64","Standard.NTamd64","1","1","1.15","1.33","1.35","","0"
"26.7.1","Main","SBDrv","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-b.exe_116c6269b767\Packages\Drivers\SBDrv\AMDUCSI\WT64A\amducsi.inf","Windows Server 2016","14393","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64","AMD.NTamd64","5","5","1.15","1.19","","","1"
"26.7.1","Main","SBDrv","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-b.exe_116c6269b767\Packages\Drivers\SBDrv\AMDUCSI\WT64A\amducsi.inf","Windows Server 2019","17763","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64","AMD.NTamd64","5","5","1.15","1.27","1.27","","1"
"26.7.1","Main","SBDrv","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-b.exe_116c6269b767\Packages\Drivers\SBDrv\AMDUCSI\WT64A\amducsi.inf","Windows Server 2022","20348","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64","AMD.NTamd64","5","5","1.15","1.33","","","1"
"26.7.1","Main","SBDrv","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-b.exe_116c6269b767\Packages\Drivers\SBDrv\AMDUCSI\WT64A\amducsi.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64","AMD.NTamd64","5","5","1.15","1.33","1.35","","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\AMDCAMERA\WT64A\amdcamera.inf","Windows Server 2016","14393","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64","AMD.NTamd64","1","1","","1.19","","","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\AMDCAMERA\WT64A\amdcamera.inf","Windows Server 2019","17763","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64","AMD.NTamd64","1","1","","1.27","1.27","","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\AMDCAMERA\WT64A\amdcamera.inf","Windows Server 2022","20348","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64","AMD.NTamd64","1","1","","1.33","","","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\AMDCAMERA\WT64A\amdcamera.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64","AMD.NTamd64","1","1","","1.33","1.35","","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\AMDISP\WT64A\amdisp.inf","Windows Server 2016","14393","NativeApplicable","NativeApplicable","REVIEW_REQUIRED","WdfRequirementReview","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64;AMD_SRX.NTamd64","AMD.NTamd64;AMD_SRX.NTamd64","2","2","1.23.0","1.19","","2.23.0","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\AMDISP\WT64A\amdisp.inf","Windows Server 2019","17763","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64;AMD_SRX.NTamd64","AMD.NTamd64;AMD_SRX.NTamd64","2","2","1.23.0","1.27","1.27","2.23.0","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\AMDISP\WT64A\amdisp.inf","Windows Server 2022","20348","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64;AMD_SRX.NTamd64","AMD.NTamd64;AMD_SRX.NTamd64","2","2","1.23.0","1.33","","2.23.0","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\AMDISP\WT64A\amdisp.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64;AMD_SRX.NTamd64","AMD.NTamd64;AMD_SRX.NTamd64","2","2","1.23.0","1.33","1.35","2.23.0","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\GC1029\WT64A\sensorGC1029.inf","Windows Server 2016","14393","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","Standard.NTamd64","Standard.NTamd64","1","1","1.15","1.19","","","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\GC1029\WT64A\sensorGC1029.inf","Windows Server 2019","17763","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","Standard.NTamd64","Standard.NTamd64","1","1","1.15","1.27","1.27","","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\GC1029\WT64A\sensorGC1029.inf","Windows Server 2022","20348","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","Standard.NTamd64","Standard.NTamd64","1","1","1.15","1.33","","","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\GC1029\WT64A\sensorGC1029.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","Standard.NTamd64","Standard.NTamd64","1","1","1.15","1.33","1.35","","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\HM1092\WT64A\sensorHM1092.inf","Windows Server 2016","14393","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","Standard.NTamd64","Standard.NTamd64","1","1","1.15","1.19","","","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\HM1092\WT64A\sensorHM1092.inf","Windows Server 2019","17763","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","Standard.NTamd64","Standard.NTamd64","1","1","1.15","1.27","1.27","","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\HM1092\WT64A\sensorHM1092.inf","Windows Server 2022","20348","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","Standard.NTamd64","Standard.NTamd64","1","1","1.15","1.33","","","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\HM1092\WT64A\sensorHM1092.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","Standard.NTamd64","Standard.NTamd64","1","1","1.15","1.33","1.35","","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\OV05C\WT64A\sensorOV05C.inf","Windows Server 2016","14393","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","Standard.NTamd64","Standard.NTamd64","1","1","1.15","1.19","","","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\OV05C\WT64A\sensorOV05C.inf","Windows Server 2019","17763","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","Standard.NTamd64","Standard.NTamd64","1","1","1.15","1.27","1.27","","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\OV05C\WT64A\sensorOV05C.inf","Windows Server 2022","20348","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","Standard.NTamd64","Standard.NTamd64","1","1","1.15","1.33","","","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\OV05C\WT64A\sensorOV05C.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","Standard.NTamd64","Standard.NTamd64","1","1","1.15","1.33","1.35","","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\OV08X\WT64A\sensorOV08X.inf","Windows Server 2016","14393","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","Standard.NTamd64","Standard.NTamd64","2","2","1.15","1.19","","","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\OV08X\WT64A\sensorOV08X.inf","Windows Server 2019","17763","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","Standard.NTamd64","Standard.NTamd64","2","2","1.15","1.27","1.27","","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\OV08X\WT64A\sensorOV08X.inf","Windows Server 2022","20348","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","Standard.NTamd64","Standard.NTamd64","2","2","1.15","1.33","","","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\OV08X\WT64A\sensorOV08X.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","Standard.NTamd64","Standard.NTamd64","2","2","1.15","1.33","1.35","","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\OV13B\WT64A\sensorOV13B.inf","Windows Server 2016","14393","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","Standard.NTamd64","Standard.NTamd64","1","1","1.15","1.19","","","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\OV13B\WT64A\sensorOV13B.inf","Windows Server 2019","17763","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","Standard.NTamd64","Standard.NTamd64","1","1","1.15","1.27","1.27","","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\OV13B\WT64A\sensorOV13B.inf","Windows Server 2022","20348","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","Standard.NTamd64","Standard.NTamd64","1","1","1.15","1.33","","","1"
"26.7.1","Main","AMDISP","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDISP\OV13B\WT64A\sensorOV13B.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","Standard.NTamd64","Standard.NTamd64","1","1","1.15","1.33","1.35","","1"
"26.7.1","Main","AMDNPUMCDM","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDNPUMCDM\WT64A\kipudrv.inf","Windows Server 2016","14393","NotApplicableByBuild","NotApplicableByBuild","NOT_APPLICABLE","NotApplicable","InfWideConservative","STATIC_CANDIDATE","NotEstablished","","","0","0","","1.19","","","4"
"26.7.1","Main","AMDNPUMCDM","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDNPUMCDM\WT64A\kipudrv.inf","Windows Server 2019","17763","NotApplicableByBuild","NotApplicableByBuild","NOT_APPLICABLE","NotApplicable","InfWideConservative","STATIC_CANDIDATE","NotEstablished","","","0","0","","1.27","1.27","","4"
"26.7.1","Main","AMDNPUMCDM","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDNPUMCDM\WT64A\kipudrv.inf","Windows Server 2022","20348","NotApplicableByBuild","NotApplicableByBuild","NOT_APPLICABLE","NotApplicable","InfWideConservative","STATIC_CANDIDATE","NotEstablished","","","0","0","","1.33","","","4"
"26.7.1","Main","AMDNPUMCDM","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDNPUMCDM\WT64A\kipudrv.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","IpuMcdmDriver.Mfg.NTamd64.10.0...22000","IpuMcdmDriver.Mfg.NTamd64.10.0...22000","2","2","","1.33","1.35","","4"
"26.7.1","Main","AMDNPUWDF","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDNPUWDF\WT64A\kipudrv.inf","Windows Server 2016","14393","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64.10.0...14393","AMD.NTamd64.10.0...14393","2","2","1.15","1.19","","","4"
"26.7.1","Main","AMDNPUWDF","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDNPUWDF\WT64A\kipudrv.inf","Windows Server 2019","17763","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64.10.0...14393","AMD.NTamd64.10.0...14393","2","2","1.15","1.27","1.27","","4"
"26.7.1","Main","AMDNPUWDF","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDNPUWDF\WT64A\kipudrv.inf","Windows Server 2022","20348","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64.10.0...14393","AMD.NTamd64.10.0...14393","2","2","1.15","1.33","","","4"
"26.7.1","Main","AMDNPUWDF","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\AMDNPUWDF\WT64A\kipudrv.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTamd64.10.0...22000","AMD.NTamd64.10.0...22000","2","2","1.15","1.33","1.35","","4"
"26.7.1","Main","Audio","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\Audio\ACPAfd\WT64A\amdacpafd.inf","Windows Server 2016","14393","NotApplicableByBuild","NotApplicableByBuild","NOT_APPLICABLE","NotApplicable","InfWideConservative","STATIC_CANDIDATE","NotEstablished","","","0","0","1.15","1.19","","","1"
"26.7.1","Main","Audio","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\Audio\ACPAfd\WT64A\amdacpafd.inf","Windows Server 2019","17763","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTAMD64.10.0...16299","AMD.NTAMD64.10.0...16299","13","13","1.15","1.27","1.27","","1"
"26.7.1","Main","Audio","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\Audio\ACPAfd\WT64A\amdacpafd.inf","Windows Server 2022","20348","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTAMD64.10.0...16299","AMD.NTAMD64.10.0...16299","13","13","1.15","1.33","","","1"
"26.7.1","Main","Audio","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\Audio\ACPAfd\WT64A\amdacpafd.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTAMD64.10.0...16299","AMD.NTAMD64.10.0...16299","13","13","1.15","1.33","1.35","","1"
"26.7.1","Main","Audio","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\Audio\ACPAFDSVC\WT64A\amdacpafdcomp.inf","Windows Server 2016","14393","NotApplicableByBuild","NotApplicableByBuild","NOT_APPLICABLE","NotApplicable","InfWideConservative","STATIC_CANDIDATE","NotEstablished","","","0","0","","1.19","","","0"
"26.7.1","Main","Audio","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\Audio\ACPAFDSVC\WT64A\amdacpafdcomp.inf","Windows Server 2019","17763","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTAMD64.10.0...16299","AMD.NTAMD64.10.0...16299","1","1","","1.27","1.27","","0"
"26.7.1","Main","Audio","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\Audio\ACPAFDSVC\WT64A\amdacpafdcomp.inf","Windows Server 2022","20348","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTAMD64.10.0...16299","AMD.NTAMD64.10.0...16299","1","1","","1.33","","","0"
"26.7.1","Main","Audio","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\Audio\ACPAFDSVC\WT64A\amdacpafdcomp.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTAMD64.10.0...16299","AMD.NTAMD64.10.0...16299","1","1","","1.33","1.35","","0"
"26.7.1","Main","Audio","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\Audio\ACPAFDSVC\WT64A\amdacpafdext.inf","Windows Server 2016","14393","NotApplicableByBuild","NotApplicableByBuild","NOT_APPLICABLE","NotApplicable","InfWideConservative","STATIC_CANDIDATE","NotEstablished","","","0","0","","1.19","","","1"
"26.7.1","Main","Audio","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\Audio\ACPAFDSVC\WT64A\amdacpafdext.inf","Windows Server 2019","17763","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTAMD64.10.0...16299","AMD.NTAMD64.10.0...16299","1","1","","1.27","1.27","","1"
"26.7.1","Main","Audio","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\Audio\ACPAFDSVC\WT64A\amdacpafdext.inf","Windows Server 2022","20348","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTAMD64.10.0...16299","AMD.NTAMD64.10.0...16299","1","1","","1.33","","","1"
"26.7.1","Main","Audio","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\Audio\ACPAFDSVC\WT64A\amdacpafdext.inf","Windows Server 2025","26100","NativeApplicable","NativeApplicable","NATIVE_CANDIDATE","NativeCandidate","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTAMD64.10.0...16299","AMD.NTAMD64.10.0...16299","1","1","","1.33","1.35","","1"
"26.7.1","Main","Audio","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\Audio\ACPBTACX\WT64A\amdacpbtacx.inf","Windows Server 2016","14393","NotApplicableByBuild","NotApplicableByBuild","NOT_APPLICABLE","NotApplicable","InfWideConservative","STATIC_CANDIDATE","NotEstablished","","","0","0","1.31","1.19","","","1"
"26.7.1","Main","Audio","d0_whql-amd-software-adrenalin-edition-26.7.1-win11-a.exe_da1b95633533\Packages\Drivers\Audio\ACPBTACX\WT64A\amdacpbtacx.inf","Windows Server 2019","17763","NativeApplicable","NativeApplicable","REVIEW_REQUIRED","WdfRequirementReview","InfWideConservative","STATIC_CANDIDATE","NotEstablished","AMD.NTAMD64.10.0...16299","AMD.NTAMD64.10.0...16299","10","10","1.31","1.27","1.27","","1"
